datetime,device_cpu_rate%,user%,system%,idle%,package,pid,pid_cpu%
2024-01-18 19-23-38,531,276,255,266,com.yangcong345.android.phone,3883,82.7
2024-01-18 19-23-43,379,175,204,411,com.yangcong345.android.phone,3883,100
2024-01-18 19-23-49,372,178,194,428,com.yangcong345.android.phone,3883,103
2024-01-18 19-23-53,400,210,190,383,com.yangcong345.android.phone,3883,113
2024-01-18 19-23-58,493,269,224,279,com.yangcong345.android.phone,3883,124
2024-01-18 19-24-03,333,130,203,463,com.yangcong345.android.phone,3883,3.3
2024-01-18 19-24-08,366,159,207,434,com.yangcong345.android.phone,3883,20.6
2024-01-18 19-24-13,382,203,179,414,com.yangcong345.android.phone,3883,48.2
2024-01-18 19-24-18,662,331,331,34,com.yangcong345.android.phone,3883,137
2024-01-18 19-24-23,400,193,207,396,com.yangcong345.android.phone,3883,146
2024-01-18 19-24-28,517,267,250,277,com.yangcong345.android.phone,3883,183
2024-01-18 19-24-33,262,152,110,534,com.yangcong345.android.phone,3883,110
2024-01-18 19-24-38,531,341,190,238,com.yangcong345.android.phone,3883,144
2024-01-18 19-24-43,397,197,200,400,com.yangcong345.android.phone,3883,110
2024-01-18 19-24-49,375,194,181,419,com.yangcong345.android.phone,3883,119
2024-01-18 19-24-53,343,182,161,446,com.yangcong345.android.phone,3883,114
2024-01-18 19-24-58,350,189,161,446,com.yangcong345.android.phone,3883,96.4
2024-01-18 19-25-04,604,275,329,164,com.yangcong345.android.phone,3883,135
2024-01-18 19-25-09,634,262,372,117,com.yangcong345.android.phone,3883,120
2024-01-18 19-25-14,597,369,228,103,com.yangcong345.android.phone,3883,134
2024-01-18 19-25-19,496,241,255,300,com.yangcong345.android.phone,3883,110
2024-01-18 19-25-24,624,300,324,103,com.yangcong345.android.phone,3883,96.5
2024-01-18 19-25-28,371,150,221,429,com.yangcong345.android.phone,3883,60.7
2024-01-18 19-25-34,700,390,310,43,com.yangcong345.android.phone,3883,233
2024-01-18 19-25-39,393,210,183,407,com.yangcong345.android.phone,3883,106
2024-01-18 19-25-44,645,331,314,138,com.yangcong345.android.phone,3883,100
2024-01-18 19-25-49,367,146,221,432,com.yangcong345.android.phone,3883,46.4
2024-01-18 19-25-54,339,189,150,446,com.yangcong345.android.phone,3883,110
2024-01-18 19-25-59,353,160,193,433,com.yangcong345.android.phone,3883,83.3
2024-01-18 19-26-04,462,217,245,331,com.yangcong345.android.phone,3883,89.6
2024-01-18 19-26-09,496,221,275,300,com.yangcong345.android.phone,3883,78.5
2024-01-18 19-26-14,438,214,224,355,com.yangcong345.android.phone,3883,100
2024-01-18 19-26-19,427,234,193,324,com.yangcong345.android.phone,3883,110
2024-01-18 19-26-25,162,48,114,617,com.yangcong345.android.phone,3883,3.4
2024-01-18 19-26-29,676,345,331,34,com.yangcong345.android.phone,3883,172
2024-01-18 19-26-34,752,287,465,94,com.yangcong345.android.phone,3883,170
2024-01-18 19-26-39,655,314,341,3,com.yangcong345.android.phone,3883,106
2024-01-18 19-26-51,227,18,209,141,com.yangcong345.android.phone,3883,8.8
2024-01-18 19-26-52,166,24,142,221,com.yangcong345.android.phone,3883,3.0
2024-01-18 19-26-57,448,103,345,34,com.yangcong345.android.phone,3883,10.3
2024-01-18 19-27-02,451,103,348,28,com.yangcong345.android.phone,3883,86.2
2024-01-18 19-27-07,684,387,297,83,com.yangcong345.android.phone,9443,123
2024-01-18 19-27-12,734,362,372,17,com.yangcong345.android.phone,9443,134
2024-01-18 19-27-17,880,493,387,83,com.yangcong345.android.phone,9443,263
2024-01-18 19-27-22,725,381,344,25,com.yangcong345.android.phone,9443,146
2024-01-18 19-27-27,686,310,376,100,com.yangcong345.android.phone,9443,34.4
2024-01-18 19-27-32,188,23,165,110,com.yangcong345.android.phone,9443,16.1
2024-01-18 19-27-37,235,32,203,274,com.yangcong345.android.phone,9443,12.9
2024-01-18 19-27-42,250,29,221,139,com.yangcong345.android.phone,9443,21.4
2024-01-18 19-27-47,184,19,165,235,com.yangcong345.android.phone,9443,12.9
2024-01-18 19-27-54,180,30,150,277,com.yangcong345.android.phone,9443,3.3
2024-01-18 19-27-58,152,13,139,306,com.yangcong345.android.phone,9443,3.2
2024-01-18 19-28-02,253,23,230,147,com.yangcong345.android.phone,9443,3.3
2024-01-18 19-28-07,318,164,154,443,com.yangcong345.android.phone,12076,0.0
2024-01-18 19-28-12,677,430,247,90,com.yangcong345.android.phone,12121,336
2024-01-18 19-28-17,845,519,326,110,com.yangcong345.android.phone,12121,316
2024-01-18 19-28-22,659,369,290,131,com.yangcong345.android.phone,12121,117
2024-01-18 19-28-27,445,193,252,352,com.yangcong345.android.phone,12121,65.5
2024-01-18 19-28-32,572,238,334,224,com.yangcong345.android.phone,12121,75.8
2024-01-18 19-28-37,396,182,214,400,com.yangcong345.android.phone,12121,53.5
2024-01-18 19-28-42,500,200,300,300,com.yangcong345.android.phone,12121,53.5
2024-01-18 19-28-47,506,197,309,294,com.yangcong345.android.phone,12121,106
2024-01-18 19-28-52,479,207,272,314,com.yangcong345.android.phone,12121,86.2
2024-01-18 19-28-57,410,164,246,382,com.yangcong345.android.phone,15848,0.0
2024-01-18 19-29-02,289,114,175,511,com.yangcong345.android.phone,16210,0.0
2024-01-18 19-29-07,497,229,268,296,com.yangcong345.android.phone,16478,0.0
2024-01-18 19-29-12,329,118,211,468,com.yangcong345.android.phone,12121,14.2
2024-01-18 19-29-17,357,139,218,443,com.yangcong345.android.phone,17153,0.0
2024-01-18 19-29-22,239,100,139,561,com.yangcong345.android.phone,12121,3.5
2024-01-18 19-29-27,328,139,189,468,com.yangcong345.android.phone,17734,0.0
2024-01-18 19-29-32,364,132,232,432,com.yangcong345.android.phone,12121,14.2
2024-01-18 19-29-37,403,206,197,384,com.yangcong345.android.phone,12121,31.2
2024-01-18 19-29-42,393,179,214,400,com.yangcong345.android.phone,12121,17.8
2024-01-18 19-29-47,342,121,221,454,com.yangcong345.android.phone,12121,14.2
2024-01-18 19-29-52,322,129,193,475,com.yangcong345.android.phone,19239,0.0
2024-01-18 19-29-57,347,136,211,450,com.yangcong345.android.phone,19620,0.0
2024-01-18 19-30-02,278,110,168,516,com.yangcong345.android.phone,19890,0.0
2024-01-18 19-30-07,347,143,204,450,com.yangcong345.android.phone,20392,0.0
2024-01-18 19-30-12,322,122,200,478,com.yangcong345.android.phone,20544,0.0
2024-01-18 19-30-17,454,175,279,339,com.yangcong345.android.phone,12121,53.5
2024-01-18 19-30-22,325,121,204,475,com.yangcong345.android.phone,12121,39.2
2024-01-18 19-30-27,328,138,190,472,com.yangcong345.android.phone,21615,0.0
2024-01-18 19-30-32,382,150,232,414,com.yangcong345.android.phone,21936,0.0
2024-01-18 19-30-37,322,116,206,477,com.yangcong345.android.phone,12121,19.3
2024-01-18 19-30-42,375,141,234,421,com.yangcong345.android.phone,12121,6.8
2024-01-18 19-30-47,321,121,200,475,com.yangcong345.android.phone,12121,3.5
2024-01-18 19-30-52,304,114,190,497,com.yangcong345.android.phone,12121,17.2
2024-01-18 19-30-57,341,103,238,459,com.yangcong345.android.phone,23417,0.0
2024-01-18 19-31-02,323,123,200,474,com.yangcong345.android.phone,23732,0.0
2024-01-18 19-31-07,396,164,232,400,com.yangcong345.android.phone,12121,14.2
2024-01-18 19-31-12,340,111,229,454,com.yangcong345.android.phone,12121,3.5
2024-01-18 19-31-17,435,194,241,356,com.yangcong345.android.phone,12121,31.2
2024-01-18 19-31-22,310,113,197,487,com.yangcong345.android.phone,12121,3.2
2024-01-18 19-31-27,315,111,204,486,com.yangcong345.android.phone,25259,0.0
2024-01-18 19-31-32,335,121,214,461,com.yangcong345.android.phone,25512,0.0
2024-01-18 19-31-37,427,193,234,372,com.yangcong345.android.phone,12121,68.9
2024-01-18 19-31-42,467,196,271,329,com.yangcong345.android.phone,12121,67.8
2024-01-18 19-31-47,486,218,268,311,com.yangcong345.android.phone,12121,96.4
2024-01-18 19-31-52,532,218,314,264,com.yangcong345.android.phone,12121,153
2024-01-18 19-31-57,490,224,266,297,com.yangcong345.android.phone,12121,100
2024-01-18 19-32-02,604,327,277,187,com.yangcong345.android.phone,12121,136
2024-01-18 19-32-07,458,186,272,331,com.yangcong345.android.phone,12121,68.9
2024-01-18 19-32-12,532,288,244,269,com.yangcong345.android.phone,12121,112
2024-01-18 19-32-17,461,186,275,336,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-32-22,455,193,262,341,com.yangcong345.android.phone,12121,65.5
2024-01-18 19-32-27,783,469,314,76,com.yangcong345.android.phone,12121,400
2024-01-18 19-32-32,379,179,200,421,com.yangcong345.android.phone,12121,50.0
2024-01-18 19-32-37,371,165,206,423,com.yangcong345.android.phone,12121,41.9
2024-01-18 19-32-42,460,219,241,334,com.yangcong345.android.phone,12121,84.3
2024-01-18 19-32-47,491,244,247,306,com.yangcong345.android.phone,12121,81.2
2024-01-18 19-32-52,457,257,200,343,com.yangcong345.android.phone,12121,71.4
2024-01-18 19-32-57,564,271,293,225,com.yangcong345.android.phone,12121,60.7
2024-01-18 19-33-02,457,193,264,343,com.yangcong345.android.phone,12121,46.4
2024-01-18 19-33-07,461,200,261,332,com.yangcong345.android.phone,12121,32.1
2024-01-18 19-33-12,650,311,339,146,com.yangcong345.android.phone,12121,185
2024-01-18 19-33-17,525,250,275,268,com.yangcong345.android.phone,12121,60.7
2024-01-18 19-33-22,536,229,307,236,com.yangcong345.android.phone,12121,50.0
2024-01-18 19-33-27,383,159,224,410,com.yangcong345.android.phone,12121,44.8
2024-01-18 19-33-32,419,184,235,374,com.yangcong345.android.phone,12121,45.1
2024-01-18 19-33-37,494,213,281,300,com.yangcong345.android.phone,12121,68.7
2024-01-18 19-33-42,418,175,243,379,com.yangcong345.android.phone,12121,53.5
2024-01-18 19-33-47,429,177,252,365,com.yangcong345.android.phone,12121,41.9
2024-01-18 19-33-52,410,171,239,382,com.yangcong345.android.phone,12121,46.4
2024-01-18 19-33-57,425,168,257,364,com.yangcong345.android.phone,12121,78.5
2024-01-18 19-34-02,460,189,271,339,com.yangcong345.android.phone,12121,67.8
2024-01-18 19-34-07,432,189,243,361,com.yangcong345.android.phone,12121,50.0
2024-01-18 19-34-12,424,190,234,372,com.yangcong345.android.phone,12121,62.0
2024-01-18 19-34-17,538,303,235,250,com.yangcong345.android.phone,12121,129
2024-01-18 19-34-22,772,462,310,41,com.yangcong345.android.phone,12121,168
2024-01-18 19-34-27,752,424,328,72,com.yangcong345.android.phone,12121,179
2024-01-18 19-34-32,420,179,241,379,com.yangcong345.android.phone,12121,62.0
2024-01-18 19-34-37,577,297,280,167,com.yangcong345.android.phone,12121,76.6
2024-01-18 19-34-42,418,168,250,382,com.yangcong345.android.phone,12121,57.1
2024-01-18 19-34-47,415,179,236,386,com.yangcong345.android.phone,12121,39.2
2024-01-18 19-34-52,400,150,250,396,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-34-57,450,196,254,343,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-35-02,425,194,231,366,com.yangcong345.android.phone,12121,46.8
2024-01-18 19-35-07,513,200,313,284,com.yangcong345.android.phone,12121,45.1
2024-01-18 19-35-12,527,247,280,267,com.yangcong345.android.phone,12121,53.3
2024-01-18 19-35-17,458,179,279,339,com.yangcong345.android.phone,12121,46.4
2024-01-18 19-35-22,727,390,337,107,com.yangcong345.android.phone,12121,90.0
2024-01-18 19-35-27,446,200,246,350,com.yangcong345.android.phone,12121,50.0
2024-01-18 19-35-32,348,155,193,448,com.yangcong345.android.phone,12121,58.6
2024-01-18 19-35-37,525,193,332,271,com.yangcong345.android.phone,12121,117
2024-01-18 19-35-42,658,284,374,139,com.yangcong345.android.phone,12121,138
2024-01-18 19-35-47,476,179,297,324,com.yangcong345.android.phone,12121,37.9
2024-01-18 19-35-52,614,289,325,175,com.yangcong345.android.phone,12121,103
2024-01-18 19-35-57,379,143,236,418,com.yangcong345.android.phone,12121,25.0
2024-01-18 19-36-02,425,200,225,375,com.yangcong345.android.phone,12121,39.2
2024-01-18 19-36-07,475,228,247,319,com.yangcong345.android.phone,12121,56.2
2024-01-18 19-36-12,453,164,289,336,com.yangcong345.android.phone,12121,39.2
2024-01-18 19-36-17,325,164,161,471,com.yangcong345.android.phone,12121,28.5
2024-01-18 19-36-22,439,196,243,357,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-36-27,587,297,290,210,com.yangcong345.android.phone,12121,86.2
2024-01-18 19-36-32,421,182,239,379,com.yangcong345.android.phone,12121,32.1
2024-01-18 19-36-37,457,186,271,336,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-36-42,429,193,236,368,com.yangcong345.android.phone,12121,50.0
2024-01-18 19-36-47,500,214,286,275,com.yangcong345.android.phone,12121,60.7
2024-01-18 19-36-52,486,200,286,311,com.yangcong345.android.phone,12121,121
2024-01-18 19-36-57,425,171,254,368,com.yangcong345.android.phone,12121,67.8
2024-01-18 19-37-02,431,176,255,366,com.yangcong345.android.phone,12121,41.3
2024-01-18 19-37-07,481,175,306,313,com.yangcong345.android.phone,12121,40.6
2024-01-18 19-37-12,318,154,164,471,com.yangcong345.android.phone,12121,3.5
2024-01-18 19-37-17,400,154,246,396,com.yangcong345.android.phone,12121,50.0
2024-01-18 19-37-22,360,141,219,438,com.yangcong345.android.phone,12121,6.2
2024-01-18 19-37-27,368,168,200,429,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-37-32,447,219,228,353,com.yangcong345.android.phone,12121,34.3
2024-01-18 19-37-37,393,179,214,396,com.yangcong345.android.phone,12121,3.5
2024-01-18 19-37-42,449,191,258,345,com.yangcong345.android.phone,12121,45.4
2024-01-18 19-37-47,389,171,218,407,com.yangcong345.android.phone,12121,32.1
2024-01-18 19-37-52,454,193,261,343,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-37-57,382,136,246,411,com.yangcong345.android.phone,12121,7.1
2024-01-18 19-38-02,566,225,341,228,com.yangcong345.android.phone,12121,159
2024-01-18 19-38-07,586,257,329,200,com.yangcong345.android.phone,12121,71.4
2024-01-18 19-38-12,370,143,227,427,com.yangcong345.android.phone,12121,40.0
2024-01-18 19-38-17,534,284,250,256,com.yangcong345.android.phone,12121,65.6
2024-01-18 19-38-22,539,225,314,257,com.yangcong345.android.phone,12121,67.8
2024-01-18 19-38-27,487,228,259,307,com.yangcong345.android.phone,12121,31.0
2024-01-18 19-38-32,410,146,264,386,com.yangcong345.android.phone,12121,39.2
2024-01-18 19-38-37,450,182,268,346,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-38-42,368,159,209,428,com.yangcong345.android.phone,12121,3.1
2024-01-18 19-38-47,393,168,225,404,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-38-52,404,193,211,393,com.yangcong345.android.phone,12121,46.4
2024-01-18 19-38-57,435,171,264,361,com.yangcong345.android.phone,12121,35.7
2024-01-18 19-39-02,447,211,236,350,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-39-07,443,159,284,353,com.yangcong345.android.phone,12121,9.3
2024-01-18 19-39-12,400,153,247,359,com.yangcong345.android.phone,12121,85.2
2024-01-18 19-39-17,475,171,304,318,com.yangcong345.android.phone,12121,67.8
2024-01-18 19-39-22,625,279,346,168,com.yangcong345.android.phone,12121,71.4
2024-01-18 19-39-27,612,256,356,184,com.yangcong345.android.phone,12121,78.1
2024-01-18 19-39-32,641,269,372,153,com.yangcong345.android.phone,12121,87.5
2024-01-18 19-39-37,491,191,300,303,com.yangcong345.android.phone,12121,78.1
2024-01-18 19-39-42,547,250,297,250,com.yangcong345.android.phone,12121,71.8
2024-01-18 19-39-47,350,143,207,443,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-39-52,436,182,254,339,com.yangcong345.android.phone,12121,39.2
2024-01-18 19-39-57,371,157,214,421,com.yangcong345.android.phone,12121,10.7
2024-01-18 19-40-02,494,216,278,297,com.yangcong345.android.phone,12121,71.8
2024-01-18 19-40-07,340,154,186,450,com.yangcong345.android.phone,12121,21.4
2024-01-18 19-40-12,457,164,293,343,com.yangcong345.android.phone,12121,121
2024-01-18 19-40-17,618,232,386,136,com.yangcong345.android.phone,12121,75.0
2024-01-18 19-40-22,404,163,241,388,com.yangcong345.android.phone,12121,53.1
2024-01-18 19-40-27,396,146,250,396,com.yangcong345.android.phone,12121,10.7
2024-01-18 19-40-32,432,193,239,361,com.yangcong345.android.phone,12121,46.4
2024-01-18 19-40-37,368,150,218,425,com.yangcong345.android.phone,12121,46.4
2024-01-18 19-40-42,378,196,182,386,com.yangcong345.android.phone,12121,50.0
2024-01-18 19-40-47,450,189,261,343,com.yangcong345.android.phone,12121,53.5
2024-01-18 19-40-52,444,219,225,356,com.yangcong345.android.phone,12121,37.5
2024-01-18 19-40-57,389,171,218,407,com.yangcong345.android.phone,12121,46.4
2024-01-18 19-41-02,390,161,229,411,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-41-07,346,157,189,454,com.yangcong345.android.phone,12121,39.2
2024-01-18 19-41-12,443,164,279,346,com.yangcong345.android.phone,12121,3.5
2024-01-18 19-41-17,407,143,264,389,com.yangcong345.android.phone,12121,21.4
2024-01-18 19-41-22,271,100,171,525,com.yangcong345.android.phone,12121,3.5
2024-01-18 19-41-27,346,114,232,443,com.yangcong345.android.phone,12121,3.5
2024-01-18 19-41-32,382,171,211,418,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-41-37,579,211,368,157,com.yangcong345.android.phone,12121,121
2024-01-18 19-41-42,389,139,250,407,com.yangcong345.android.phone,12121,71.4
2024-01-18 19-41-47,406,175,231,391,com.yangcong345.android.phone,12121,46.8
2024-01-18 19-41-52,490,214,276,190,com.yangcong345.android.phone,12121,17.2
2024-01-18 19-41-57,418,150,268,382,com.yangcong345.android.phone,12121,14.2
2024-01-18 19-42-02,404,150,254,389,com.yangcong345.android.phone,12121,39.2
2024-01-18 19-42-07,368,143,225,429,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-42-12,386,136,250,411,com.yangcong345.android.phone,12121,17.8
2024-01-18 19-42-17,572,284,288,178,com.yangcong345.android.phone,12121,112
2024-01-18 19-42-22,393,169,224,403,com.yangcong345.android.phone,12121,41.3
2024-01-18 19-42-27,411,193,218,389,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-42-32,422,186,236,375,com.yangcong345.android.phone,12121,50.0
2024-01-18 19-42-37,375,143,232,418,com.yangcong345.android.phone,12121,14.2
2024-01-18 19-42-42,410,146,264,382,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-42-47,378,146,232,421,com.yangcong345.android.phone,12121,39.2
2024-01-18 19-42-53,341,138,203,456,com.yangcong345.android.phone,12121,46.8
2024-01-18 19-42-57,375,139,236,421,com.yangcong345.android.phone,12121,121
2024-01-18 19-43-02,350,139,211,446,com.yangcong345.android.phone,12121,3.5
2024-01-18 19-43-07,378,146,232,421,com.yangcong345.android.phone,12121,32.1
2024-01-18 19-43-12,369,159,210,428,com.yangcong345.android.phone,12121,44.8
2024-01-18 19-43-17,385,139,246,414,com.yangcong345.android.phone,12121,46.4
2024-01-18 19-43-22,397,161,236,400,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-43-27,343,136,207,446,com.yangcong345.android.phone,12121,3.5
2024-01-18 19-43-32,435,145,290,366,com.yangcong345.android.phone,12121,44.8
2024-01-18 19-43-37,386,141,245,410,com.yangcong345.android.phone,12121,41.3
2024-01-18 19-43-42,393,168,225,404,com.yangcong345.android.phone,12121,46.4
2024-01-18 19-43-47,464,182,282,296,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-43-52,450,168,282,346,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-43-57,354,135,219,445,com.yangcong345.android.phone,12121,32.2
2024-01-18 19-44-02,343,125,218,457,com.yangcong345.android.phone,12121,14.2
2024-01-18 19-44-08,321,132,189,471,com.yangcong345.android.phone,12121,3.5
2024-01-18 19-44-13,293,123,170,503,com.yangcong345.android.phone,12121,3.3
2024-01-18 19-44-17,487,166,321,252,com.yangcong345.android.phone,12121,155
2024-01-18 19-44-22,443,179,264,354,com.yangcong345.android.phone,12121,82.1
2024-01-18 19-44-27,400,150,250,389,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-44-32,415,161,254,375,com.yangcong345.android.phone,12121,39.2
2024-01-18 19-44-37,483,179,304,311,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-44-43,553,244,309,241,com.yangcong345.android.phone,12121,78.1
2024-01-18 19-44-47,389,146,243,407,com.yangcong345.android.phone,12121,46.4
2024-01-18 19-44-52,321,132,189,475,com.yangcong345.android.phone,12121,7.1
2024-01-18 19-44-58,447,161,286,346,com.yangcong345.android.phone,12121,39.2
2024-01-18 19-45-03,347,129,218,446,com.yangcong345.android.phone,12121,3.5
2024-01-18 19-45-08,432,186,246,364,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-45-13,389,168,221,407,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-45-18,400,179,221,248,com.yangcong345.android.phone,12121,3.4
2024-01-18 19-45-23,400,139,261,396,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-45-28,415,204,211,379,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-45-33,429,161,268,364,com.yangcong345.android.phone,12121,25.0
2024-01-18 19-45-38,427,179,248,372,com.yangcong345.android.phone,12121,86.2
2024-01-18 19-45-43,568,250,318,229,com.yangcong345.android.phone,12121,117
2024-01-18 19-45-48,336,129,207,464,com.yangcong345.android.phone,12121,14.2
2024-01-18 19-45-53,461,168,293,304,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-45-58,386,143,243,407,com.yangcong345.android.phone,12121,46.4
2024-01-18 19-46-03,385,146,239,414,com.yangcong345.android.phone,12121,3.5
2024-01-18 19-46-08,392,171,221,407,com.yangcong345.android.phone,12121,32.1
2024-01-18 19-46-13,428,182,246,368,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-46-18,372,129,243,425,com.yangcong345.android.phone,12121,39.2
2024-01-18 19-46-23,367,150,217,430,com.yangcong345.android.phone,12121,30.0
2024-01-18 19-46-28,482,193,289,307,com.yangcong345.android.phone,12121,35.7
2024-01-18 19-46-33,400,150,250,371,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-46-38,407,183,224,355,com.yangcong345.android.phone,12121,37.9
2024-01-18 19-46-43,306,103,203,490,com.yangcong345.android.phone,12121,22.5
2024-01-18 19-46-48,386,176,210,407,com.yangcong345.android.phone,12121,41.3
2024-01-18 19-46-53,497,229,268,300,com.yangcong345.android.phone,12121,35.7
2024-01-18 19-46-58,397,129,268,396,com.yangcong345.android.phone,12121,85.7
2024-01-18 19-47-03,432,164,268,361,com.yangcong345.android.phone,12121,60.7
2024-01-18 19-47-08,622,256,366,166,com.yangcong345.android.phone,12121,75.0
2024-01-18 19-47-13,510,216,294,284,com.yangcong345.android.phone,12121,68.7
2024-01-18 19-47-18,535,163,372,250,com.yangcong345.android.phone,12121,37.5
2024-01-18 19-47-23,341,100,241,413,com.yangcong345.android.phone,12121,37.5
2024-01-18 19-47-28,322,143,179,464,com.yangcong345.android.phone,12121,3.5
2024-01-18 19-47-33,472,179,293,329,com.yangcong345.android.phone,12121,46.4
2024-01-18 19-47-38,360,143,217,433,com.yangcong345.android.phone,12121,43.3
2024-01-18 19-47-43,411,136,275,382,com.yangcong345.android.phone,12121,46.4
2024-01-18 19-47-48,439,168,271,336,com.yangcong345.android.phone,12121,50.0
2024-01-18 19-47-53,497,200,297,293,com.yangcong345.android.phone,12121,65.5
2024-01-18 19-47-58,539,282,257,250,com.yangcong345.android.phone,12121,75.0
2024-01-18 19-48-03,325,128,197,472,com.yangcong345.android.phone,12121,6.8
2024-01-18 19-48-08,468,186,282,318,com.yangcong345.android.phone,12121,85.7
2024-01-18 19-48-13,582,325,257,182,com.yangcong345.android.phone,12121,100
2024-01-18 19-48-18,404,145,259,393,com.yangcong345.android.phone,12121,48.2
2024-01-18 19-48-23,557,218,339,232,com.yangcong345.android.phone,12121,146
2024-01-18 19-48-28,432,175,257,364,com.yangcong345.android.phone,12121,57.1
2024-01-18 19-48-33,397,186,211,400,com.yangcong345.android.phone,12121,42.8
2024-01-18 19-48-38,410,172,238,390,com.yangcong345.android.phone,12121,34.4
2024-01-18 19-48-43,579,241,338,214,com.yangcong345.android.phone,12121,44.8
2024-01-18 19-48-48,390,169,221,403,com.yangcong345.android.phone,12121,51.7
2024-01-18 19-48-53,407,161,246,386,com.yangcong345.android.phone,12121,53.5
2024-01-18 19-48-58,484,231,253,309,com.yangcong345.android.phone,12121,78.1
2024-01-18 19-49-03,480,228,252,314,com.yangcong345.android.phone,12121,65.5
2024-01-18 19-49-08,921,489,432,136,com.yangcong345.android.phone,12121,203
2024-01-18 19-49-13,625,339,286,146,com.yangcong345.android.phone,12121,160
2024-01-18 19-49-18,379,175,204,407,com.yangcong345.android.phone,12121,57.1
2024-01-18 19-49-23,465,236,229,307,com.yangcong345.android.phone,12121,82.1
2024-01-18 19-49-28,293,130,163,503,com.yangcong345.android.phone,12121,50.0
2024-01-18 19-49-33,538,286,252,234,com.yangcong345.android.phone,12121,179
2024-01-18 19-49-38,569,279,290,224,com.yangcong345.android.phone,12121,75.8
2024-01-18 19-49-43,500,243,257,293,com.yangcong345.android.phone,12121,67.8
2024-01-18 19-49-48,421,200,221,371,com.yangcong345.android.phone,12121,53.5
2024-01-18 19-49-53,464,196,268,332,com.yangcong345.android.phone,12121,64.2
2024-01-18 19-49-58,461,207,254,336,com.yangcong345.android.phone,12121,57.1
2024-01-18 19-50-03,450,225,225,346,com.yangcong345.android.phone,12121,57.1
2024-01-18 19-50-08,454,218,236,343,com.yangcong345.android.phone,12121,67.8
2024-01-18 19-50-13,482,214,268,314,com.yangcong345.android.phone,12121,67.8
2024-01-18 19-50-18,471,225,246,329,com.yangcong345.android.phone,12121,57.1
2024-01-18 19-50-23,590,283,307,203,com.yangcong345.android.phone,12121,93.1
2024-01-18 19-50-28,661,357,304,100,com.yangcong345.android.phone,12121,128
2024-01-18 19-50-33,586,250,336,182,com.yangcong345.android.phone,12121,60.7
2024-01-18 19-50-38,691,325,366,91,com.yangcong345.android.phone,12121,184
2024-01-18 19-50-43,461,204,257,332,com.yangcong345.android.phone,12121,60.7
2024-01-18 19-50-48,425,225,200,371,com.yangcong345.android.phone,12121,57.1
2024-01-18 19-50-53,484,242,242,312,com.yangcong345.android.phone,12121,60.6
2024-01-18 19-50-58,521,239,282,246,com.yangcong345.android.phone,12121,53.5
2024-01-18 19-51-03,579,255,324,214,com.yangcong345.android.phone,12121,58.6
2024-01-18 19-51-08,591,278,313,203,com.yangcong345.android.phone,12121,75.0
2024-01-18 19-51-13,533,254,279,257,com.yangcong345.android.phone,12121,57.1
2024-01-18 19-51-18,641,278,363,156,com.yangcong345.android.phone,12121,81.2
2024-01-18 19-51-23,563,275,288,234,com.yangcong345.android.phone,12121,84.3
2024-01-18 19-51-28,535,290,245,255,com.yangcong345.android.phone,12121,100
2024-01-18 19-51-33,478,221,257,318,com.yangcong345.android.phone,12121,53.5
2024-01-18 19-51-38,472,211,261,325,com.yangcong345.android.phone,12121,64.2
2024-01-18 19-51-43,564,247,317,227,com.yangcong345.android.phone,12121,106
2024-01-18 19-51-48,558,248,310,206,com.yangcong345.android.phone,12121,151
2024-01-18 19-51-53,461,229,232,336,com.yangcong345.android.phone,12121,53.5
2024-01-18 19-51-58,462,209,253,334,com.yangcong345.android.phone,12121,56.2
2024-01-18 19-52-03,512,256,256,278,com.yangcong345.android.phone,12121,81.2
2024-01-18 19-52-08,436,207,229,361,com.yangcong345.android.phone,12121,53.5
2024-01-18 19-52-13,541,247,294,253,com.yangcong345.android.phone,12121,78.1
