datatime,package,pid,pss,java_heap,native_heap,system
2024-01-18 19-19-11,com.yangcong345.android.phone,3883,2412.23,52.45,1168.49,995.99
2024-01-18 19-19-16,com.yangcong345.android.phone,3883,2431.88,71.78,1165.66,1003.47
2024-01-18 19-19-21,com.yangcong345.android.phone,3883,2412.47,52.32,1165.74,1003.55
2024-01-18 19-19-26,com.yangcong345.android.phone,3883,2412.32,52.0,1161.07,1008.24
2024-01-18 19-19-31,com.yangcong345.android.phone,3883,2420.14,52.37,1166.93,1014.32
2024-01-18 19-19-36,com.yangcong345.android.phone,3883,2428.79,52.56,1167.04,1014.34
2024-01-18 19-19-41,com.yangcong345.android.phone,3883,2433.02,56.63,1166.99,1014.34
2024-01-18 19-19-46,com.yangcong345.android.phone,3883,2467.45,87.92,1167.14,1014.33
2024-01-18 19-19-51,com.yangcong345.android.phone,3883,2430.68,52.28,1169.01,1014.33
2024-01-18 19-19-56,com.yangcong345.android.phone,3883,2456.17,73.52,1161.5,1026.19
2024-01-18 19-20-01,com.yangcong345.android.phone,3883,2423.65,52.34,1160.5,1026.18
2024-01-18 19-20-06,com.yangcong345.android.phone,3883,2443.34,52.63,1166.62,1026.49
2024-01-18 19-20-11,com.yangcong345.android.phone,3883,2430.71,53.17,1169.73,1029.85
2024-01-18 19-20-16,com.yangcong345.android.phone,3883,2430.59,52.64,1163.32,1029.92
2024-01-18 19-20-21,com.yangcong345.android.phone,3883,2446.62,75.63,1163.37,1029.91
2024-01-18 19-20-26,com.yangcong345.android.phone,3883,2442.15,52.85,1168.92,1032.58
2024-01-18 19-20-31,com.yangcong345.android.phone,3883,2452.23,52.75,1169.06,1032.59
2024-01-18 19-20-36,com.yangcong345.android.phone,3883,2465.17,69.3,1175.72,1032.59
2024-01-18 19-20-41,com.yangcong345.android.phone,3883,2481.2,88.76,1166.81,1033.64
2024-01-18 19-20-46,com.yangcong345.android.phone,3883,2444.91,52.46,1166.81,1033.64
2024-01-18 19-20-51,com.yangcong345.android.phone,3883,2442.88,53.88,1170.36,1033.49
2024-01-18 19-20-56,com.yangcong345.android.phone,3883,2476.59,91.57,1173.6,1033.64
2024-01-18 19-21-01,com.yangcong345.android.phone,3883,2437.52,52.69,1166.13,1033.64
2024-01-18 19-21-06,com.yangcong345.android.phone,3883,2434.72,50.77,1168.36,1033.48
2024-01-18 19-21-11,com.yangcong345.android.phone,3883,2499.53,88.73,1183.13,1033.45
2024-01-18 19-21-16,com.yangcong345.android.phone,3883,2469.35,52.26,1189.6,1033.39
2024-01-18 19-21-21,com.yangcong345.android.phone,3883,2456.21,53.21,1175.32,1033.26
2024-01-18 19-21-26,com.yangcong345.android.phone,3883,2473.0,52.39,1174.74,1033.16
2024-01-18 19-21-31,com.yangcong345.android.phone,3883,2485.94,74.03,1173.93,1033.2
2024-01-18 19-21-36,com.yangcong345.android.phone,3883,2470.36,52.45,1180.34,1033.2
2024-01-18 19-21-41,com.yangcong345.android.phone,3883,2470.07,53.87,1194.89,1033.32
2024-01-18 19-21-46,com.yangcong345.android.phone,3883,2457.12,52.53,1186.27,1033.33
2024-01-18 19-21-51,com.yangcong345.android.phone,3883,2458.29,52.53,1186.24,1033.33
2024-01-18 19-21-56,com.yangcong345.android.phone,3883,2464.54,52.59,1192.86,1033.33
2024-01-18 19-22-01,com.yangcong345.android.phone,3883,2484.12,71.33,1193.24,1033.33
2024-01-18 19-22-06,com.yangcong345.android.phone,3883,2486.97,61.82,1193.88,1033.91
2024-01-18 19-22-11,com.yangcong345.android.phone,3883,2476.36,52.41,1192.43,1033.98
2024-01-18 19-22-16,com.yangcong345.android.phone,3883,2476.87,52.41,1192.42,1034.08
2024-01-18 19-22-21,com.yangcong345.android.phone,3883,2490.78,52.3,1192.66,1034.31
2024-01-18 19-22-26,com.yangcong345.android.phone,3883,2527.23,87.71,1192.79,1034.33
2024-01-18 19-22-31,com.yangcong345.android.phone,3883,2499.31,57.86,1200.88,1034.37
2024-01-18 19-22-36,com.yangcong345.android.phone,3883,2512.7,73.62,1192.41,1034.42
2024-01-18 19-22-41,com.yangcong345.android.phone,3883,2511.16,64.02,1192.88,1034.44
2024-01-18 19-22-46,com.yangcong345.android.phone,3883,2507.69,52.78,1199.21,1034.44
2024-01-18 19-22-51,com.yangcong345.android.phone,3883,2524.41,87.99,1205.27,1034.48
2024-01-18 19-22-56,com.yangcong345.android.phone,3883,2531.58,84.78,1214.31,1034.44
2024-01-18 19-23-01,com.yangcong345.android.phone,3883,2509.72,63.02,1213.87,1034.45
2024-01-18 19-23-06,com.yangcong345.android.phone,3883,2535.91,52.77,1208.64,1034.36
2024-01-18 19-23-11,com.yangcong345.android.phone,3883,2495.33,49.61,1205.51,1034.2
2024-01-18 19-23-16,com.yangcong345.android.phone,3883,2583.66,79.23,1225.6,1038.58
2024-01-18 19-23-21,com.yangcong345.android.phone,3883,2549.83,49.93,1209.98,1041.91
2024-01-18 19-23-26,com.yangcong345.android.phone,3883,2552.56,50.98,1210.64,1038.46
2024-01-18 19-23-31,com.yangcong345.android.phone,3883,2585.45,67.66,1222.39,1037.75
2024-01-18 19-23-36,com.yangcong345.android.phone,3883,2574.05,70.2,1218.62,1041.94
2024-01-18 19-23-41,com.yangcong345.android.phone,3883,2564.02,55.63,1227.07,1041.6
2024-01-18 19-23-46,com.yangcong345.android.phone,3883,2546.27,50.15,1217.11,1041.59
2024-01-18 19-23-51,com.yangcong345.android.phone,3883,2545.27,50.14,1217.91,1041.59
2024-01-18 19-23-56,com.yangcong345.android.phone,3883,2556.92,51.45,1226.04,1041.77
2024-01-18 19-24-01,com.yangcong345.android.phone,3883,2564.76,54.03,1227.97,1041.65
2024-01-18 19-24-06,com.yangcong345.android.phone,3883,2538.81,50.22,1218.67,1041.41
2024-01-18 19-24-11,com.yangcong345.android.phone,3883,2545.6,50.15,1218.36,1041.39
2024-01-18 19-24-16,com.yangcong345.android.phone,3883,2551.2,58.05,1218.29,1041.39
2024-01-18 19-24-21,com.yangcong345.android.phone,3883,2558.08,50.15,1219.34,1041.56
2024-01-18 19-24-26,com.yangcong345.android.phone,3883,2546.85,49.93,1218.84,1041.58
2024-01-18 19-24-31,com.yangcong345.android.phone,3883,2541.61,49.93,1218.57,1041.58
2024-01-18 19-24-36,com.yangcong345.android.phone,3883,2554.18,62.21,1218.69,1041.58
2024-01-18 19-24-41,com.yangcong345.android.phone,3883,2570.02,50.36,1226.88,1041.32
2024-01-18 19-24-46,com.yangcong345.android.phone,3883,2589.76,79.98,1227.31,1041.31
2024-01-18 19-24-51,com.yangcong345.android.phone,3883,2580.61,68.77,1225.09,1041.53
2024-01-18 19-24-56,com.yangcong345.android.phone,3883,2554.62,58.92,1224.49,1041.53
2024-01-18 19-25-01,com.yangcong345.android.phone,3883,2576.92,52.47,1239.95,1041.43
2024-01-18 19-25-06,com.yangcong345.android.phone,3883,2563.03,50.32,1231.67,1041.42
2024-01-18 19-25-11,com.yangcong345.android.phone,3883,2586.49,57.9,1247.32,1041.1
2024-01-18 19-25-16,com.yangcong345.android.phone,3883,2590.98,50.34,1231.97,1048.24
2024-01-18 19-25-22,com.yangcong345.android.phone,3883,2644.17,87.56,1231.48,1048.27
2024-01-18 19-25-27,com.yangcong345.android.phone,3883,2555.01,54.25,1229.17,1036.4
2024-01-18 19-25-32,com.yangcong345.android.phone,3883,2542.52,54.86,1233.65,1036.51
2024-01-18 19-25-37,com.yangcong345.android.phone,3883,2569.47,50.32,1236.29,1040.47
2024-01-18 19-25-42,com.yangcong345.android.phone,3883,2608.06,89.61,1246.42,1040.3
2024-01-18 19-25-47,com.yangcong345.android.phone,3883,2563.29,50.4,1238.95,1040.25
2024-01-18 19-25-52,com.yangcong345.android.phone,3883,2558.8,56.17,1237.78,1040.26
2024-01-18 19-25-57,com.yangcong345.android.phone,3883,2560.72,50.16,1238.87,1040.05
2024-01-18 19-26-02,com.yangcong345.android.phone,3883,2571.43,54.11,1245.4,1040.05
2024-01-18 19-26-07,com.yangcong345.android.phone,3883,2563.06,50.41,1238.41,1040.06
2024-01-18 19-26-12,com.yangcong345.android.phone,3883,2569.36,51.07,1246.3,1040.05
2024-01-18 19-26-17,com.yangcong345.android.phone,3883,2573.68,54.38,1243.82,1040.05
2024-01-18 19-26-22,com.yangcong345.android.phone,3883,2568.09,53.16,1243.53,1039.97
2024-01-18 19-26-27,com.yangcong345.android.phone,3883,2564.87,50.52,1246.96,1040.04
2024-01-18 19-26-32,com.yangcong345.android.phone,3883,2544.14,50.68,1246.91,1036.14
2024-01-18 19-26-37,com.yangcong345.android.phone,3883,2567.17,56.56,1201.58,1095.36
2024-01-18 19-26-52,com.yangcong345.android.phone,3883,2540.55,49.67,1199.53,1088.87
2024-01-18 19-27-00,com.yangcong345.android.phone,3883,2547.25,55.5,1195.75,1093.51
2024-01-18 19-27-10,com.yangcong345.android.phone,9443,91.53,12.3,5.96,56.24
2024-01-18 19-27-15,com.yangcong345.android.phone,9443,252.6,21.77,28.89,26.18
2024-01-18 19-27-20,com.yangcong345.android.phone,9443,247.14,22.8,30.31,20.41
2024-01-18 19-27-25,com.yangcong345.android.phone,9443,181.76,20.44,33.79,13.31
