2024-03-28 11-48-02 top info:
Tasks: 490 total,   3 running, 487 sleeping,   0 stopped,   0 zombie
  Mem:  6005384K total,  5829604K used,   175780K free,  99581952 buffers
 Swap:  3302956K total,  1408200K used,  1894756K free,  3196704K cached
800%cpu 200%user  34%nice 248%sys 314%idle   3%iow   0%irq   0%sirq   0%host
   PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
   337 root         20   0    0    0    0 S  0.0   0.0   0:00.46 [jbd2/sdc7-8]
   336 root          0 -20    0    0    0 I  0.0   0.0   0:01.20 [kworker/4:1H]
   335 root          0 -20    0    0    0 I  0.0   0.0   0:10.89 [kworker/1:1H]
   334 root          0 -20    0    0    0 I  0.0   0.0   0:07.39 [kworker/2:1H]
   333 root          0 -20    0    0    0 I  0.0   0.0   0:00.77 [kworker/6:1H]
   332 root          0 -20    0    0    0 I  0.0   0.0   0:00.83 [kworker/5:1H]
   331 root          0 -20    0    0    0 I  0.0   0.0   0:00.70 [kworker/7:1H]
   329 root          0 -20    0    0    0 I  0.0   0.0   0:06.35 [kworker/3:1H]
   328 root          0 -20    0    0    0 I  0.0   0.0   0:06.91 [kworker/0:1H]
   327 root         RT   0    0    0    0 D  0.0   0.0   0:00.45 [wdtk-7]
   326 root         RT   0    0    0    0 D  0.0   0.0   0:00.48 [wdtk-6]
   325 root         RT   0    0    0    0 D  0.0   0.0   0:00.47 [wdtk-5]
   324 root         RT   0    0    0    0 D  0.0   0.0   0:00.57 [wdtk-4]
   323 root         RT   0    0    0    0 D  0.0   0.0   0:00.70 [wdtk-3]
   322 root         RT   0    0    0    0 D  0.0   0.0   0:00.74 [wdtk-2]
   321 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [boost_workq]
   320 root         RT   0    0    0    0 D  0.0   0.0   0:00.80 [wdtk-1]
   319 root         RT   0    0    0    0 D  0.0   0.0   0:00.56 [wdtk-0]
   318 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt-wdk]
   317 root         20   0    0    0    0 D  0.0   0.0   4:05.49 [charger_thread]
   316 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [touch_resume]
   315 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_diag]
   314 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_guest_inf]
   313 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_flash_wq]
   312 root         RT   0    0    0    0 S  0.0   0.0   0:00.05 [irq/127-hxcommo]
   311 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [HX_boot_upgrade]
   310 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [usb_dr_workq]
   309 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk-tpd]
   308 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gyro_polling]
   307 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accel_polling]
   306 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [stk_ps_tune0_wq]
   305 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ksched_hint]
   304 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [qos_recv]
   303 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp-ppm]
   302 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [Init_1_Stress]
   301 root         20   0    0    0    0 S  0.0   0.0   0:01.62 [EEM_CTRL_GPU]
   300 root         20   0    0    0    0 S  0.0   0.0   0:00.50 [EEM_CTRL_CCI]
   299 root         20   0    0    0    0 S  0.0   0.0   0:00.71 [EEM_CTRL_L]
   298 root         20   0    0    0    0 S  0.0   0.0   0:00.52 [EEM_CTRL_2L]
   297 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:4]
   296 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:0]
   295 root         20   0    0    0    0 D  0.0   0.0   2:22.18 [ipi_cpu_dvfs_rt]
   293 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ipv6_addrconf]
   287 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [usb_extcon_work]
   286 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dm_bufio_cache]
   285 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [gauge_timer_thr]
   284 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [power_misc_thre]
   283 root         20   0    0    0    0 D  0.0   0.0   0:07.32 [battery_thread]
   282 root         20   0    0    0    0 D  0.0   0.0   0:04.48 [gauge_coulomb_t]
   281 root         RT   0    0    0    0 S  0.0   0.0   0:00.04 [irq/28-mt6370_p]
   280 root         RT   0    0    0    0 S  0.0   0.0   0:00.01 [type_c_port0]
   279 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [tcpc_timer_type]
   277 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether_rx1]
   276 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether]
   275 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ufs_clk_gating_]
   274 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [scsi_tmf_0]
   273 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [scsi_eh_0]
   272 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mtk_io_boost]
   271 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lt_wq]
   270 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_fstb]
   269 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fpsgo_notifier_]
   268 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_usrtch__work]
   267 root          0 -20    0    0    0 S  0.0   0.0   0:20.94 [krtatm]
   266 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bcct_chrlmt_wor]
   265 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dram_vcore_wq]
   264 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_core_wq]
   263 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_freq_wq]
   262 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccu-enque]
   261 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [disp_switch_mod]
   260 root         RT   0    0    0    0 S  0.0   0.0   0:51.80 [present_fence_w]
   259 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_od_trigger]
   258 root         RT   0    0    0    0 S  0.0   0.0   0:00.06 [disp_delay_trig]
   257 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [display_check_a]
   256 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [decouple_trigge]
   255 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [decouple_update]
   254 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_path_recov]
   253 root         RT   0    0    0    0 D  0.0   0.0   0:01.31 [disp_check]
   252 root         20   0    0    0    0 S  0.0   0.0   0:30.62 [disp_idlemgr]
   250 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [ddp_irq_log_kth]
   249 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [hang_detect1]
   248 root         RT   0    0    0    0 D  0.0   0.0   0:01.23 [hang_detect]
   247 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk_vibrator]
   246 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_RESET_WQ]
   245 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_LOG_WQ]
   244 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_WQ]
   243 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [vpu_wq]
   242 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu1]
   241 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [vpu0]
   240 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [RSC-CMDQ-WQ]
   239 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [WMFE-CMDQ-WQ]
   238 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mali_aeewp]
   237 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_job_fault]
   235 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gpu_bucks]
   234 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_kpi]
   233 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_notify_sw_v]
   232 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet_eint]
   231 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dismicQueue]
   230 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet]
   229 root         -2 -20    0    0    0 S  0.0   0.0   0:00.00 [ree_dummy_task]
   227 root         RT   0    0    0    0 S  0.0   0.0   0:01.79 [btif_rxd]
   226 root         20   0    0    0    0 S  0.0   0.0   1:19.46 [pbm]
   225 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi5]
   224 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi4]
   223 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi3]
   222 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi2]
   221 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi1]
   220 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi0]
   219 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [hwrng]
   181 root         20   0    0    0    0 S  0.0   0.0   0:01.05 [kswapd0]
   180 root         20   0    0    0    0 S  0.0   0.0   0:00.84 [kauditd]
   159 root         20   0    0    0    0 S  0.0   0.0   0:05.39 [tee-log]
   158 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [mdrt_thread]
   157 root         20   0    0    0    0 S  0.0   0.0   0:01.70 [ion_history]
   156 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_carveout_he]
   155 root         20   0    0    0    0 S  0.0   0.0   0:01.88 [ion_mm_heap_for]
   153 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_mm_heap]
   151 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_system_heap]
   150 root         20   0    0    0    0 S  0.0   0.0   1:15.92 [dlpt_notify_thr]
   149 root         20   0    0    0    0 S  0.0   0.0   0:00.71 [bat_percent_not]
   148 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lbat_service]
   147 root         RT   0    0    0    0 S  0.0   0.0   0:04.67 [irq/200-mt6358-]
   144 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cfg80211]
   143 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [devfreq_wq]
   142 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [charger_in]
   141 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [tcpc_power_off]
   140 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [chgdet_thread]
   139 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [pd_dbg_info]
   138 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_mdp_task]
   137 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_resource]
   136 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   135 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   134 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   133 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   132 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   131 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   130 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   129 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   128 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   127 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   126 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   125 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   124 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   123 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   122 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   121 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   120 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   119 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   118 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   117 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   116 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   115 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   114 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   113 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   112 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   111 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   110 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   109 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   108 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   107 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   106 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   105 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   104 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   103 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   102 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   101 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   100 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    99 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    98 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    97 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    96 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    95 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    94 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    93 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    92 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    91 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    90 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    89 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    88 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    87 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    86 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    85 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    84 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    83 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    82 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    81 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    80 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    79 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    78 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    77 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    76 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    75 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    74 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    73 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    72 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    71 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    70 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    69 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    68 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    67 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    66 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    65 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    64 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [blk_crypto_wq]
    63 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kblockd]
    62 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [crypto]
    61 root         20   0    0    0    0 S  0.0   0.0   0:00.51 [kcompactd0]
    60 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [writeback]
    59 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [oom_reaper]
    57 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_timeout_ha]
    56 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_buf_dump]
    54 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [amms_task]
    53 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SSPM_WQ]
    50 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [netns]
    47 root          0 -20    0    0    0 I  0.0   0.0   0:00.13 [kworker/7:0H]
    45 root         20   0    0    0    0 S  0.0   0.0   0:00.38 [ksoftirqd/7]
    44 root         RT   0    0    0    0 S  0.0   0.0   0:12.15 [migration/7]
    43 root         20   0    0    0    0 S  0.0   0.0   0:14.82 [cpuhp/7]
    42 root          0 -20    0    0    0 I  0.0   0.0   0:00.13 [kworker/6:0H]
    40 root         20   0    0    0    0 S  0.0   0.0   0:00.36 [ksoftirqd/6]
    39 root         RT   0    0    0    0 S  0.0   0.0   0:11.59 [migration/6]
    38 root         20   0    0    0    0 S  0.0   0.0   0:10.59 [cpuhp/6]
    37 root          0 -20    0    0    0 I  0.0   0.0   0:00.13 [kworker/5:0H]
    35 root         20   0    0    0    0 S  0.0   0.0   0:00.90 [ksoftirqd/5]
    34 root         RT   0    0    0    0 S  0.0   0.0   0:10.99 [migration/5]
    33 root         20   0    0    0    0 S  0.0   0.0   0:10.55 [cpuhp/5]
    32 root          0 -20    0    0    0 I  0.0   0.0   0:00.14 [kworker/4:0H]
    30 root         20   0    0    0    0 S  0.0   0.0   0:01.50 [ksoftirqd/4]
    29 root         RT   0    0    0    0 S  0.0   0.0   0:10.40 [migration/4]
    28 root         20   0    0    0    0 S  0.0   0.0   0:17.36 [cpuhp/4]
    27 root          0 -20    0    0    0 I  0.0   0.0   0:00.26 [kworker/3:0H]
    25 root         20   0    0    0    0 S  0.0   0.0   0:02.38 [ksoftirqd/3]
    24 root         RT   0    0    0    0 S  0.0   0.0   0:09.43 [migration/3]
    23 root         20   0    0    0    0 S  0.0   0.0   0:18.34 [cpuhp/3]
    22 root          0 -20    0    0    0 I  0.0   0.0   0:00.25 [kworker/2:0H]
    20 root         20   0    0    0    0 S  0.0   0.0   0:02.97 [ksoftirqd/2]
    19 root         RT   0    0    0    0 S  0.0   0.0   0:07.71 [migration/2]
    18 root         20   0    0    0    0 S  0.0   0.0   0:19.10 [cpuhp/2]
    17 root          0 -20    0    0    0 I  0.0   0.0   0:00.25 [kworker/1:0H]
    15 root         20   0    0    0    0 S  0.0   0.0   0:02.47 [ksoftirqd/1]
    14 root         RT   0    0    0    0 S  0.0   0.0   0:05.55 [migration/1]
    13 root         20   0    0    0    0 S  0.0   0.0   0:24.62 [cpuhp/1]
    12 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/0]
    11 root         RT   0    0    0    0 S  0.0   0.0   0:15.09 [migration/0]
    10 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [rcu_bh]
     9 root         20   0    0    0    0 I  0.0   0.0   0:08.15 [rcu_sched]
     8 root         20   0    0    0    0 I  0.0   0.0   2:07.82 [rcu_preempt]
     7 root         20   0    0    0    0 S  0.0   0.0   0:11.43 [ksoftirqd/0]
     6 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mm_percpu_wq]
     4 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:0H]
     2 root         20   0    0    0    0 S  0.0   0.0   0:00.32 [kthreadd]
     1 root         20   0  10G 8.1M 7.3M S  0.0   0.1   0:03.43 init second_stage


2024-03-28 11-48-17 top info:
Tasks: 496 total,   1 running, 495 sleeping,   0 stopped,   0 zombie
  Mem:  6005384K total,  5934608K used,  72474624 free,  99737600 buffers
 Swap:  3302956K total,  1386952K used,  1916004K free,  3162580K cached
800%cpu 100%user   0%nice  81%sys 619%idle   0%iow   0%irq   0%sirq   0%host
   PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
 12112 u0_i9002     10 -10 1.3G 128M 103M S 25.0   2.1   0:01.49 com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
 25965 shell        20   0  10G 6.6M 4.7M S 25.0   0.1   0:01.56 adbd --root_seclabel=u:r:su:s0
   970 system       18  -2  17G 298M 232M S 25.0   5.0 138:05.22 system_server
 12192 shell        20   0  10G 4.3M 3.3M R 18.7   0.0   0:00.09 top -b -n 1 -d 5
 30017 u0_a90       20   0  14G  91M  81M S  6.2   1.5  24:29.59 com.qihoo360.mobilesafe:channel
 11928 u0_a125      10 -10  32G 336M 255M S  3.1   5.7   0:09.14 com.yangcong345.android.phone
 11570 root         20   0    0    0    0 I  3.1   0.0   0:00.65 [kworker/u16:5]
  6768 root         20   0    0    0    0 I  3.1   0.0   0:10.34 [kworker/u16:0]
  2351 u0_a92       16  -4 251G 364M 271M S  3.1   6.1  18:17.93 com.tencent.android.qqdownloader:daemon
    11 root         RT   0    0    0    0 S  3.1   0.0   0:15.09 [migration/0]
 12158 root          0 -20    0    0    0 I  0.0   0.0   0:00.03 [kworker/u17:1]
 12038 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 12022 shell        20   0  10G 3.2M 2.6M S  0.0   0.0   0:00.13 logcat -v threadtime -b all
 11874 shell        20   0  12G 104M  77M S  0.0   1.7   0:00.42 com.android.commands.monkey
 11727 u0_a90       20   0  14G 132M  84M S  0.0   2.2   0:06.29 com.qihoo360.mobilesafe:scan
 11704 u0_a50       20   0  13G  73M  54M S  0.0   1.2   0:00.17 com.android.packageinstaller
 11625 root         20   0    0    0    0 I  0.0   0.0   0:01.43 [kworker/0:2]
 11596 root         20   0    0    0    0 I  0.0   0.0   0:00.22 [kworker/u16:8]
 11578 root          0 -20    0    0    0 I  0.0   0.0   0:00.19 [kworker/u17:0]
 11530 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:1]
 11467 root          0 -20    0    0    0 I  0.0   0.0   0:00.17 [kworker/u17:4]
 11450 root         20   0    0    0    0 D  0.0   0.0   0:04.29 [kworker/0:0]
 10742 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 10589 u0_a90       20   0  14G 102M  89M S  0.0   1.7   0:19.96 com.qihoo360.mobilesafe:p0
 10137 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 10074 u0_a822      20   0  14G 189M 123M S  0.0   3.2   0:09.67 com.yangcong345.cloud.ruledetect
 10056 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/3:1]
 10049 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:2]
 10047 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/2:0]
 10022 root         20   0    0    0    0 I  0.0   0.0   0:09.63 [kworker/0:4]
 10000 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/5:2]
  9974 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/4:1]
  9911 root         20   0    0    0    0 I  0.0   0.0   0:02.05 [kworker/1:0]
  9891 root         20   0    0    0    0 I  0.0   0.0   0:00.30 [kworker/6:1]
  9885 root         20   0    0    0    0 I  0.0   0.0   0:01.22 [kworker/u16:6]
  9785 root         20   0    0    0    0 I  0.0   0.0   0:01.54 [kworker/u16:2]
  9593 root         20   0    0    0    0 I  0.0   0.0   0:03.02 [kworker/u16:1]
  9557 root         20   0    0    0    0 I  0.0   0.0   0:01.45 [kworker/3:2]
  9515 root         20   0    0    0    0 I  0.0   0.0   0:03.04 [kworker/u16:3]
  9452 root         20   0    0    0    0 I  0.0   0.0   0:01.21 [kworker/4:0]
  9202 root         20   0    0    0    0 I  0.0   0.0   0:03.99 [kworker/u16:4]
  8940 root         20   0    0    0    0 I  0.0   0.0   0:06.30 [kworker/2:2]
  8597 root         20   0    0    0    0 I  0.0   0.0   0:05.70 [kworker/u16:7]
  8142 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/7:2]
 31646 root         20   0    0    0    0 I  0.0   0.0   0:04.34 [kworker/5:0]
 30341 u0_a90       20   0  14G 104M  88M S  0.0   1.7  22:58.69 com.qihoo360.mobilesafe:onepx
 30318 root          0 -20    0    0    0 I  0.0   0.0   0:00.84 [kworker/u17:2]
 27772 u0_a49       20   0  13G  69M  61M S  0.0   1.1   0:00.20 com.android.providers.calendar
 26976 root         20   0    0    0    0 I  0.0   0.0   0:07.92 [kworker/6:2]
 26967 logd         18  -2  10G 8.3M 3.4M S  0.0   0.1   7:59.50 logd
 19999 system       20   0  10G  10M 8.9M S  0.0   0.1   0:00.76 vendor.mediatek.hardware.mms@1.5-service
 18949 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 18928 u0_a54       20   0  13G  89M  75M S  0.0   1.5   0:00.62 com.android.permissioncontroller
 18442 root         20   0    0    0    0 I  0.0   0.0   0:03.08 [kworker/7:0]
 17931 u0_a61       20   0 1.3G 102M  84M S  0.0   1.7   0:03.84 com.google.android.inputmethod.pinyin
 13414 u0_a90       20   0  14G 117M  90M S  0.0   2.0  45:34.25 com.qihoo360.mobilesafe:update
  7111 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fs_suspend_syss]
  6746 u0_i9001     20   0 1.4G 123M 115M S  0.0   2.1   0:11.77 com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
  6499 u0_a104      20   0 1.3G  80M  70M S  0.0   1.3   0:00.82 com.google.android.webview:webview_service
  6464 u0_a90       20   0  13G 100M  73M S  0.0   1.7   0:02.35 assist
  6435 u0_a90       20   0  13G 101M  74M S  0.0   1.7   0:02.62 daemon
  6289 u0_a90       12  -8  12G  98M  68M S  0.0   1.6   0:03.69 assist
