2024-05-24 19-02-21 top info:
Tasks: 411 total,   4 running, 406 sleeping,   0 stopped,   1 zombie
  Mem:  6079216K total,  3479480K used,  2599736K free,    39960K buffers
 Swap:  3343564K total,        0K used,  3343564K free,  1404476K cached
800%cpu 274%user   0%nice 311%sys 215%idle   0%iow   0%irq   0%sirq   0%host
  PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
  375 root         20   0  10G 8.9M 7.0M S  0.0   0.1   0:00.22 vold --blkid_context=u:r:blkid:s0 --blkid_untrusted_context=u:r:blkid_untrusted:s0 --fsck_context=u:r:fsck:s0 --fsck_untrusted_context=u:r:fsck_untrusted:s0
  369 root         -2   0    0    0    0 S  0.0   0.0   0:00.00 [psimon]
  368 system       20   0  10G 4.8M 4.0M S  0.0   0.0   0:00.08 vndservicemanager /dev/vndbinder
  367 system       20   0  10G 6.6M 5.2M S  0.0   0.1   0:03.22 hwservicemanager
  366 system       20   0  10G 5.4M 4.3M S  0.0   0.0   0:01.87 servicemanager
  365 lmkd         -2   0  10G 3.0M 2.4M S  0.0   0.0   0:00.17 lmkd
  336 root         20   0  10G 8.6M 6.1M S  0.0   0.1   0:03.56 ueventd
  334 root         20   0  10G 7.9M 5.8M S  0.0   0.1   0:00.57 init subcontext u:r:vendor_init:s0 16
  333 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [touch_resume]
  332 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_diag]
  331 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_guest_inf]
  330 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [himax_flash_wq]
  329 root         RT   0    0    0    0 S  0.0   0.0   0:00.17 [irq/134-hxcommo]
  326 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [HX_boot_upgrade]
  325 root          0 -20    0    0    0 I  0.0   0.0   0:00.44 [kworker/3:1H-kblockd]
  324 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  323 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
  322 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  321 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  320 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
  319 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  318 root          0 -20    0    0    0 I  0.0   0.0   0:00.56 [kworker/1:1H-kblockd]
  317 root          0 -20    0    0    0 I  0.0   0.0   0:00.17 [kworker/4:1H-kblockd]
  316 root          0 -20    0    0    0 I  0.0   0.0   0:00.15 [kworker/5:1H-kblockd]
  312 root         20   0    0    0    0 I  0.0   0.0   0:07.19 [kworker/u16:6-adb]
  310 root          0 -20    0    0    0 I  0.0   0.0   0:00.60 [kworker/2:1H-kblockd]
  308 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  307 root          0 -20    0    0    0 I  0.0   0.0   0:00.56 [kworker/0:1H-kblockd]
  306 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
  305 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  304 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  303 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  302 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  301 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
  300 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
  299 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [jbd2/mmcblk0p11]
  296 root          0 -20    0    0    0 I  0.0   0.0   0:00.09 [kworker/7:1H-kblockd]
  295 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [qos_recv]
  289 root         20   0    0    0    0 S  0.0   0.0   0:01.96 [charger_thread]
  288 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk-tpd]
  287 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/142-extcon_]
  286 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [extcon_usb]
  285 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accel_polling]
  284 root          0 -20    0    0    0 I  0.0   0.0   0:00.13 [kworker/6:1H-events_highpri]
  283 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mmc_complete]
  282 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [stk_ps_tune0_wq]
  281 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp-ppm]
  280 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [Init_1_Stress]
  279 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [EEM_CTRL_GPU]
  278 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [EEM_CTRL_CCI]
  277 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [EEM_CTRL_B]
  276 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [EEM_CTRL_L]
  275 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:6]
  274 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:0]
  273 root         20   0    0    0    0 D  0.0   0.0   0:03.20 [ipi_cpu_dvfs_rt]
  272 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ipv6_addrconf]
  267 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/151-1124000]
  266 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dm_bufio_cache]
  265 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [gauge_timer_thr]
  264 root         RT   0    0    0    0 S  0.0   0.0   0:00.11 [irq/153-3-001a]
  263 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [charger_in]
  262 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [tcpc_power_off]
  261 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [chgdet_thread]
  260 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [power_misc_thre]
  259 root         20   0    0    0    0 S  0.0   0.0   0:00.16 [battery_thread]
  258 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [gauge_coulomb_t]
  257 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk-vcodec-enc]
  256 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk-vcodec-dec]
  255 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
  254 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
  253 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [type_c_port0]
  252 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [pps_request_typ]
  251 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [tcpc_timer_type]
  250 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether_rps]
  249 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether_rx1]
  248 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether]
  247 root          0 -20    0    0    0 S  0.0   0.0   0:00.00 [ccu-enque]
  246 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [usb20_st_wq]
  245 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dram_vcore_wq]
  244 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_core_wq]
  243 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_freq_wq]
  242 root          0 -20    0    0    0 S  0.0   0.0   0:00.47 [krtatm]
  241 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bcct_chrlmt_wor]
  240 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [hang_detect1]
  239 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [hang_detect]
  238 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lt_wq]
  237 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_fstb]
  236 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_mini_top]
  235 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fpsgo_notifier_]
  234 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bwq_ntf_wq]
  233 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [pobqos_ntf_wq]
  232 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_usrtch__work]
  231 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [wdtk-7]
  230 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [wdtk-6]
  229 root         RT   0    0    0    0 D  0.0   0.0   0:00.01 [wdtk-5]
  228 root         RT   0    0    0    0 S  0.0   0.0   0:00.48 [btif_rxd]
  227 root         RT   0    0    0    0 D  0.0   0.0   0:00.01 [wdtk-4]
  226 root         RT   0    0    0    0 D  0.0   0.0   0:00.01 [wdtk-3]
  225 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [wdtk-2]
  224 root         RT   0    0    0    0 D  0.0   0.0   0:00.01 [wdtk-1]
  223 root         RT   0    0    0    0 D  0.0   0.0   0:00.01 [wdtk-0]
  221 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt-wdk]
  220 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [amms_task]
  219 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [disp_switch_mod]
  218 root         RT   0    0    0    0 S  0.0   0.0   0:00.46 [present_fence_w]
  217 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [disp_od_trigger]
  216 root         RT   0    0    0    0 S  0.0   0.0   0:00.19 [disp_delay_trig]
  215 root         20   0    0    0    0 S  0.0   0.0   0:00.04 [display_check_a]
  214 root         RT   0    0    0    0 D  0.0   0.0   0:00.00 [decouple_trigge]
  213 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [decouple_update]
  212 root         RT   0    0    0    0 D  0.0   0.0   0:00.08 [disp_check]
  211 root         20   0    0    0    0 S  0.0   0.0   0:01.90 [disp_idlemgr]
  209 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [ddp_irq_log_kth]
  207 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [tmem_regmgr_def]
  206 root         20   0    0    0    0 S  0.0   0.0   0:02.07 [pbm]
  205 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet_eint]
  204 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dismicQueue]
  203 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet]
  201 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi5]
  200 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi4]
  199 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi3]
  198 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi2]
  197 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi1]
  196 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi0]
  195 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_fence]
  194 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_kpi]
  193 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_notify_sw_v]
  192 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [hwrng]
  151 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [kswapd0]
  126 root         20   0    0    0    0 I  0.0   0.0   0:01.58 [kworker/0:1-kdmflush]
  125 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cfg80211]
  123 root         20   0    0    0    0 S  0.0   0.0   0:00.17 [mdrt_thread]
  122 root         20   0    0    0    0 D  0.0   0.0   0:00.09 [ion_history]
  121 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_carveout_he]
  120 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_mm_heap_for]
  118 root         20   0    0    0    0 S  0.0   0.0   0:00.49 [ion_mm_heap]
  116 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_system_heap]
  115 root         20   0    0    0    0 S  0.0   0.0   0:00.40 [dlpt_notify_thr]
  114 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [bat_percent_not]
  113 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lbat_service]
  112 root         RT   0    0    0    0 S  0.0   0.0   0:00.06 [irq/277-mt6358-]
  111 root         20   0    0    0    0 I  0.0   0.0   0:00.27 [kworker/7:1-events]
  110 root         RT   0    0    0    0 S  0.0   0.0   0:00.01 [watchdogd]
  109 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [devfreq_wq]
  108 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [pd_dbg_info]
  107 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_mdp_task]
  106 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_resource]
  105 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
  104 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
  103 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
  102 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
  101 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
  100 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   99 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   98 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   97 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   96 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   95 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   94 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   93 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   92 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   91 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   90 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   89 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   88 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   87 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   86 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   85 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   84 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   83 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   82 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   81 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   80 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   79 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   78 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   77 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   76 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   75 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [task_exec_wq]
   74 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   73 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [task_exec_wq]
   72 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   71 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [task_exec_wq]
   70 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   69 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   68 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   67 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   66 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   65 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   64 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [blk_crypto_wq]
   63 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kblockd]
   62 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [crypto]
   61 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [kcompactd0]
   60 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [writeback]
   59 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [oom_reaper]
   58 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_timeout_wq]
   57 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_timeout_ha]
   56 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_buf_dump]
   54 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SSPM_WQ]
   52 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [kauditd]
   51 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [rcu_tasks_kthre]
   50 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [netns]
   49 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/7:0H-kblockd]
   48 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/7:0-rcu_gp]
   47 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [ksoftirqd/7]
   46 root         RT   0    0    0    0 S  0.0   0.0   0:00.05 [migration/7]
   45 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/7]
   44 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/6:0H-kblockd]
   42 root         20   0    0    0    0 S  0.0   0.0   0:00.02 [ksoftirqd/6]
   41 root         RT   0    0    0    0 S  0.0   0.0   0:00.07 [migration/6]
   40 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/6]
   39 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/5:0H]
   38 root         20   0    0    0    0 I  0.0   0.0   0:00.02 [kworker/5:0-mm_percpu_wq]
   37 root         20   0    0    0    0 S  0.0   0.0   0:00.02 [ksoftirqd/5]
   36 root         RT   0    0    0    0 S  0.0   0.0   0:00.08 [migration/5]
   35 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/5]
   34 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/4:0H-kblockd]
   33 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/4:0-mm_percpu_wq]
   32 root         20   0    0    0    0 S  0.0   0.0   0:00.06 [ksoftirqd/4]
   31 root         RT   0    0    0    0 S  0.0   0.0   0:00.08 [migration/4]
   30 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/4]
   29 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/3:0H-kblockd]
   28 root         20   0    0    0    0 I  0.0   0.0   0:00.02 [kworker/3:0-mm_percpu_wq]
   27 root         20   0    0    0    0 S  0.0   0.0   0:00.03 [ksoftirqd/3]
   25 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/3]
   24 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/2:0H-kblockd]
   23 root         20   0    0    0    0 I  0.0   0.0   0:01.41 [kworker/2:0-events]
   22 root         20   0    0    0    0 S  0.0   0.0   0:00.04 [ksoftirqd/2]
   21 root         RT   0    0    0    0 S  0.0   0.0   0:00.10 [migration/2]
   20 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/2]
   17 root         20   0    0    0    0 S  0.0   0.0   0:00.07 [ksoftirqd/1]
   16 root         RT   0    0    0    0 S  0.0   0.0   0:00.11 [migration/1]
   15 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/1]
   14 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/0]
   13 root         RT   0    0    0    0 S  0.0   0.0   0:00.13 [migration/0]
   12 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [rcu_bh]
   11 root         20   0    0    0    0 I  0.0   0.0   0:00.35 [rcu_sched]
   10 root         20   0    0    0    0 I  0.0   0.0   0:04.00 [rcu_preempt]
    9 root         20   0    0    0    0 S  0.0   0.0   0:00.17 [ksoftirqd/0]
    8 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mm_percpu_wq]
    6 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:0H-kblockd]
    4 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rcu_par_gp]
    3 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [rcu_gp]
    2 root         20   0    0    0    0 S  0.0   0.0   0:00.03 [kthreadd]
    1 root         20   0  10G  14M 8.9M S  0.0   0.2   0:03.09 init second_stage


2024-05-24 19-02-31 top info:
Tasks: 414 total,   4 running, 409 sleeping,   0 stopped,   1 zombie
  Mem:  6079216K total,  3474972K used,  2604244K free,    40056K buffers
 Swap:  3343564K total,        0K used,  3343564K free,  1405104K cached
800%cpu  75%user   3%nice  63%sys 659%idle   0%iow   0%irq   0%sirq   0%host
  PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
 2295 u0_a65       10 -10  17G 315M 196M R 50.0   5.3   0:25.03 com.yangcong345.cloud.ui.launcher
 2105 shell        20   0  11G  16M 5.4M S 25.0   0.2   0:03.65 adbd --root_seclabel=u:r:su:s0
 5836 shell        20   0  10G 4.8M 4.0M R 12.5   0.0   0:00.09 top -b -n 1 -d 5
  506 system       -3  -8  11G  75M  51M S  6.2   1.2   0:36.07 surfaceflinger
 1306 u0_a94       20   0  16G 277M 191M S  3.1   4.6   0:43.98 com.android.systemui
  312 root         20   0    0    0    0 R  3.1   0.0   0:07.21 [kworker/u16:6-adb]
   36 root         RT   0    0    0    0 S  3.1   0.0   0:00.08 [migration/5]
 5813 root          0 -20    0    0    0 I  0.0   0.0   0:00.01 [kworker/u17:3-mali_jd]
 5757 shell        20   0  10G 3.6M 2.9M S  0.0   0.0   0:00.07 logcat -v threadtime -b all
 5754 root         20   0    0    0    0 R  0.0   0.0   0:00.02 [kworker/u16:0-adb]
 5706 shell        20   0  13G 117M  87M S  0.0   1.9   0:00.47 com.android.commands.monkey
 5636 root         20   0    0    0    0 I  0.0   0.0   0:00.15 [kworker/5:1-events]
 5633 root         20   0    0    0    0 I  0.0   0.0   0:00.28 [kworker/3:1-events]
 5632 root         20   0    0    0    0 I  0.0   0.0   0:00.70 [kworker/2:1-accel_polling]
 5625 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:0-events]
 5618 root         20   0    0    0    0 I  0.0   0.0   0:00.02 [kworker/6:2-events]
 5609 root          0 -20    0    0    0 I  0.0   0.0   0:00.10 [kworker/u17:1-mali_jd]
 5598 root         20   0    0    0    0 I  0.0   0.0   0:00.01 [kworker/6:1-mm_percpu_wq]
 5557 root         20   0    0    0    0 I  0.0   0.0   0:00.44 [kworker/5:2-mm_percpu_wq]
 5554 root         20   0    0    0    0 I  0.0   0.0   0:01.76 [kworker/2:2-events]
 5553 root         20   0    0    0    0 I  0.0   0.0   0:00.67 [kworker/3:2-mm_percpu_wq]
 5539 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/1:1-events]
 5528 root          0 -20    0    0    0 I  0.0   0.0   0:00.21 [kworker/u17:2-mali_jd]
 5521 root         20   0    0    0    0 I  0.0   0.0   0:01.34 [kworker/u16:1-ged_fence]
 5430 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:0]
 5367 root         20   0    0    0    0 I  0.0   0.0   0:00.17 [kworker/6:0-events_freezable]
 5204 root         20   0    0    0    0 I  0.0   0.0   0:00.11 [kworker/6:3-mm_percpu_wq]
 5111 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 5042 root          0 -20    0    0    0 I  0.0   0.0   0:00.94 [kworker/u17:0-fpsgo_notifier_wq]
 4826 root         20   0    0    0    0 I  0.0   0.0   0:03.63 [kworker/u16:2-ged_kpi]
 4741 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 4179 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 4135 root         20   0    0    0    0 I  0.0   0.0   0:00.93 [kworker/4:2-events]
 3984 u0_a114      20   0  15G 207M 137M S  0.0   3.4   0:52.87 com.yangcong345.eye.protection
 3863 u0_a50       20   0  15G 117M  66M S  0.0   1.9   0:04.58 com.yangcong345.pad.systemsetting
 3840 system       20   0  14G  87M  38M S  0.0   1.4   0:00.07 com.mid.copymedia
 3785 u0_i9000     20   0 1.3G  81M  41M S  0.0   1.3   0:00.13 com.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
 3738 u0_a85       20   0 1.3G  83M  44M S  0.0   1.4   0:00.22 com.android.webview:webview_service
 3554 u0_a73       20   0    0    0    0 Z  0.0   0.0   0:00.02 [ZIDThreadPoolEx]
 3543 system       20   0  14G  96M  47M S  0.0   1.6   0:00.13 com.hra.security_manage:hra_provider
 3403 u0_a35       20   0 1.3G 109M  66M S  0.0   1.8   0:02.85 com.google.android.inputmethod.pinyin
 3373 u0_a32       20   0  14G  99M  50M S  0.0   1.6   0:00.28 com.android.statementservice
 3270 u0_a92       20   0  14G  99M  50M S  0.0   1.6   0:00.23 com.android.remoteprovisioner
 3241 nobody       20   0  10G 2.2M 1.3M S  0.0   0.0   0:00.11 dnsmasq
 3196 u0_a107      20   0  14G 105M  55M S  0.0   1.7   0:00.55 com.android.permissioncontroller
 3130 u0_a73       20   0  15G  51M 1.4M S  0.0   0.8   1:48.14 enohp.diordna.543gnocgnay.moc
 2994 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 2952 u0_a73       20   0  33G 396M 210M S  0.0   6.6   7:41.42 com.yangcong345.android.phone
 2702 u0_a41       20   0  14G  99M  49M S  0.0   1.6   0:00.22 com.android.providers.calendar
 2582 u0_a99       20   0  14G  99M  49M S  0.0   1.6   0:00.19 com.android.calendar
 2571 shell        20   0  10G 7.5M 6.2M S  0.0   0.1   0:00.40 trace -i any -s 0 -c 111111 -w /tcpdump_NTLog_2024_0524_182036_start.cap.tmp
 2570 shell        20   0  10G 3.6M 2.9M S  0.0   0.0   0:00.00 sh -c trace -i any -s 0 -c 111111 -w /tcpdump_NTLog_2024_0524_182036_start.cap.tmp 2>&1
 2568 shell        20   0  10G 2.5M 1.6M S  0.0   0.0   0:00.09 netdiag
 2492 u0_a48       20   0  14G  98M  49M S  0.0   1.6   0:00.30 com.debug.loggerui
 2484 u0_a24       20   0  14G 109M  58M S  0.0   1.8   0:00.29 android.process.acore
 2462 u0_a30       20   0  14G 106M  53M S  0.0   1.7   0:00.64 android.process.media
 2352 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
 2268 u0_a36       20   0  14G  90M  41M S  0.0   1.5   0:00.09 com.mediatek.location.mtkgeofence
 2243 u0_a56       20   0  16G 159M  89M S  0.0   2.6   0:21.90 com.yangcong345.cloud.launcher
 2237 system       20   0  14G  91M  42M S  0.0   1.5   0:00.13 com.mediatek.voicecommand
 2204 u0_a84       20   0  15G 100M  51M S  0.0   1.6   0:00.33 com.adups.fota
